9.9149,3.5073
11.36,3.5073
12.805,3.5073
14.25,3.5073
15.694,3.5073
17.139,3.5073
18.584,3.5073
20.029,3.5073
21.474,3.5073
22.919,3.5073
24.364,3.5073
25.809,3.5073
27.253,3.5073
28.698,3.5073
30.143,3.5073
31.588,3.5072
33.033,3.5072
34.478,3.5072
35.923,3.5072
37.368,3.5072
38.812,3.5072
40.257,3.5072
41.702,3.5071
43.147,3.5071
44.592,3.5071
46.037,3.5071
47.482,3.507
48.927,3.507
50.372,3.507
51.816,3.5069
53.261,3.5069
54.706,3.5069
56.151,3.5068
57.596,3.5068
59.041,3.5067
60.486,3.5067
61.931,3.5067
63.375,3.5066
64.82,3.5066
66.265,3.5065
67.71,3.5065
69.155,3.5064
70.6,3.5064
72.045,3.5063
73.49,3.5062
74.934,3.5062
76.379,3.5061
77.824,3.506
79.269,3.506
80.714,3.5059
82.159,3.5058
83.604,3.5058
85.049,3.5057
86.493,3.5056
87.938,3.5055
89.383,3.5054
90.828,3.5054
92.273,3.5053
93.718,3.5052
95.163,3.5051
96.608,3.505
98.053,3.5049
99.497,3.5048
100.94,3.5047
102.39,3.5046
103.83,3.5045
105.28,3.5044
106.72,3.5043
108.17,3.5042
109.61,3.5041
111.06,3.504
112.5,3.5039
113.95,3.5037
115.39,3.5036
116.84,3.5035
118.28,3.5034
119.73,3.5033
121.17,3.5032
122.62,3.503
124.06,3.5029
125.51,3.5028
126.95,3.5027
128.39,3.5025
129.84,3.5024
131.28,3.5023
132.73,3.5021
134.17,3.502
135.62,3.5019
137.06,3.5017
138.51,3.5016
139.95,3.5014
141.4,3.5013
142.84,3.5011
144.29,3.501
145.73,3.5008
147.18,3.5007
148.62,3.5005
150.07,3.5004
151.51,3.5002
152.96,3.5001
154.4,3.4999
155.85,3.4997
157.29,3.4996
158.74,3.4994
160.18,3.4992
161.63,3.4991
163.07,3.4989
164.52,3.4987
165.96,3.4985
167.41,3.4983
168.85,3.4982
170.3,3.498
171.74,3.4978
173.19,3.4976
174.63,3.4974
176.08,3.4972
177.52,3.497
178.97,3.4968
180.41,3.4966
181.86,3.4965
183.3,3.4963
184.75,3.4961
186.19,3.4958
187.64,3.4956
189.08,3.4954
190.52,3.4952
191.97,3.495
193.41,3.4948
194.86,3.4946
196.3,3.4944
197.75,3.4942
199.19,3.494
200.64,3.4938
202.08,3.4936
203.53,3.4933
204.97,3.4931
206.42,3.4929
207.86,3.4927
209.31,3.4925
210.75,3.4923
212.2,3.492
213.64,3.4918
215.09,3.4916
216.53,3.4914
217.98,3.4912
219.42,3.4909
220.87,3.4907
222.31,3.4905
223.76,3.4903
225.2,3.49
226.65,3.4898
228.09,3.4896
229.54,3.4894
230.98,3.4891
232.43,3.4889
233.87,3.4887
235.32,3.4885
236.76,3.4882
238.21,3.488
239.65,3.4878
241.1,3.4875
242.54,3.4873
243.99,3.4871
245.43,3.4868
246.88,3.4866
248.32,3.4864
249.76,3.4861
251.21,3.4859
252.65,3.4857
254.1,3.4854
255.54,3.4852
256.99,3.4849
258.43,3.4847
259.88,3.4845
261.32,3.4842
262.77,3.484
264.21,3.4837
265.66,3.4835
267.1,3.4832
268.55,3.483
269.99,3.4827
271.44,3.4825
272.88,3.4822
274.33,3.482
275.77,3.4817
277.22,3.4814
278.66,3.4812
280.11,3.4809
281.55,3.4807
283,3.4804
284.44,3.4801
285.89,3.4799
287.33,3.4796
288.78,3.4793
290.22,3.4791
291.67,3.4788
293.11,3.4786
294.56,3.4783
296,3.4781
297.45,3.4778
