39.845,1.4453
41.132,1.4453
42.42,1.4453
43.707,1.4453
44.994,1.4453
46.281,1.4453
47.568,1.4453
48.855,1.4453
50.142,1.4453
51.43,1.4453
52.717,1.4453
54.004,1.4453
55.291,1.4453
56.578,1.4453
57.865,1.4453
59.153,1.4453
60.44,1.4453
61.727,1.4453
63.014,1.4453
64.301,1.4453
65.588,1.4453
66.876,1.4453
68.163,1.4452
69.45,1.4452
70.737,1.4452
72.024,1.4452
73.311,1.4452
74.599,1.4452
75.886,1.4452
77.173,1.4452
78.46,1.4452
79.747,1.4452
81.034,1.4452
82.322,1.4452
83.609,1.4452
84.896,1.4452
86.183,1.4452
87.47,1.4452
88.757,1.4452
90.044,1.4452
91.332,1.4452
92.619,1.4452
93.906,1.4452
95.193,1.4452
96.48,1.4452
97.767,1.4452
99.055,1.4452
100.34,1.4452
101.63,1.4452
102.92,1.4452
104.2,1.4451
105.49,1.4451
106.78,1.4451
108.06,1.4451
109.35,1.4451
110.64,1.4451
111.93,1.4451
113.21,1.4451
114.5,1.4451
115.79,1.4451
117.07,1.4451
118.36,1.4451
119.65,1.4451
120.94,1.4451
122.22,1.4451
123.51,1.4451
124.8,1.4451
126.08,1.4451
127.37,1.4451
128.66,1.4451
129.95,1.445
131.23,1.445
132.52,1.445
133.81,1.445
135.1,1.445
136.38,1.445
137.67,1.445
138.96,1.445
140.24,1.445
141.53,1.445
142.82,1.445
144.11,1.445
145.39,1.445
146.68,1.445
147.97,1.445
149.25,1.445
150.54,1.445
151.83,1.4449
153.12,1.4449
154.4,1.4449
155.69,1.4449
156.98,1.4449
158.26,1.4449
159.55,1.4449
160.84,1.4449
162.13,1.4449
163.41,1.4449
164.7,1.4449
165.99,1.4449
167.27,1.4449
168.56,1.4449
169.85,1.4449
171.14,1.4448
172.42,1.4448
173.71,1.4448
175,1.4448
176.28,1.4448
177.57,1.4448
178.86,1.4448
180.15,1.4448
181.43,1.4448
182.72,1.4448
184.01,1.4448
185.29,1.4448
186.58,1.4448
187.87,1.4448
189.16,1.4448
190.44,1.4447
191.73,1.4447
193.02,1.4447
194.3,1.4447
195.59,1.4447
196.88,1.4447
198.17,1.4447
199.45,1.4447
200.74,1.4447
202.03,1.4447
203.31,1.4447
204.6,1.4447
205.89,1.4447
207.18,1.4446
208.46,1.4446
209.75,1.4446
211.04,1.4446
212.32,1.4446
213.61,1.4446
214.9,1.4446
216.19,1.4446
217.47,1.4446
218.76,1.4446
220.05,1.4446
221.33,1.4446
222.62,1.4445
223.91,1.4445
225.2,1.4445
226.48,1.4445
227.77,1.4445
229.06,1.4445
230.35,1.4445
231.63,1.4445
232.92,1.4445
234.21,1.4445
235.49,1.4445
236.78,1.4445
238.07,1.4444
239.36,1.4444
240.64,1.4444
241.93,1.4444
243.22,1.4444
244.5,1.4444
245.79,1.4444
247.08,1.4444
248.37,1.4444
249.65,1.4444
250.94,1.4444
252.23,1.4443
253.51,1.4443
254.8,1.4443
256.09,1.4443
257.38,1.4443
258.66,1.4443
259.95,1.4443
261.24,1.4443
262.52,1.4443
263.81,1.4443
265.1,1.4442
266.39,1.4442
267.67,1.4442
268.96,1.4442
270.25,1.4442
271.53,1.4442
272.82,1.4442
274.11,1.4442
275.4,1.4442
276.68,1.4442
277.97,1.4442
279.26,1.4441
280.54,1.4441
281.83,1.4441
283.12,1.4441
284.41,1.4441
285.69,1.4441
286.98,1.4441
288.27,1.4441
289.55,1.4441
290.84,1.444
292.13,1.444
293.42,1.444
294.7,1.444
295.99,1.444
